1000 200000
702 480 978
316 661 454
491 589 233
498 750 805
986 898 307
44 5 192
306 800 310
37 31 219
404 33 976
982 876 149
247 609 559
288 464 711
444 947 499
788 901 175
873 1000 691
418 289 402
523 718 536
501 544 537
557 166 943
149 474 754
198 72 276
194 340 426
635 993 503
867 664 737
971 67 778
338 495 615
490 474 526
412 411 182
722 122 274
98 456 587
428 948 723
9 921 465
68 88 947
632 391 566
325 27 789
427 370 756
240 553 15
349 629 172
184 509 500
49 870 119
930 649 629
83 171 99
48 740 322
581 982 199
994 603 562
145 137 156
702 184 770
978 174 286
842 776 544
667 472 178
992 80 887
921 741 860
196 788 951
209 640 639
526 613 78
213 76 899
268 142 745
587 283 152
714 333 346
817 42 247
930 608 769
278 105 135
278 129 889
88 605 454
87 734 583
701 383 511
935 457 424
886 341 601
307 843 320
200 451 191
228 427 463
942 705 917
729 683 909
53 501 565
651 853 58
6 225 418
827 817 571
479 868 720
140 914 438
891 601 597
771 986 988
254 611 257
702 222 156
745 547 59
373 371 502
478 865 68
764 86 229
961 139 139
267 836 264
834 836 948
963 110 441
203 993 456
359 841 769
580 130 453
658 916 873
853 211 2
156 894 136
506 217 37
16 553 554
265 676 608
592 373 431
336 61 312
683 125 884
181 912 491
778 140 677
204 419 502
400 391 446
268 308 289
336 319 336
623 107 806
653 583 311
341 845 522
397 88 897
196 592 660
688 753 867
181 199 889
899 38 30
483 405 486
720 115 895
438 520 836
345 989 608
166 354 508
618 521 11
657 372 494
735 774 567
603 31 800
207 445 248
378 610 868
359 831 794
827 472 699
220 420 643
498 903 78
358 453 980
985 827 146
987 198 673
562 393 552
460 688 132
534 278 216
168 806 124
973 711 930
513 880 156
636 709 949
806 91 69
526 535 843
89 542 908
137 714 375
532 621 602
155 857 100
738 333 104
590 78 511
107 370 882
485 731 193
344 391 943
391 713 994
535 59 451
192 31 111
487 21 930
978 11 281
484 45 116
948 83 743
398 394 284
339 86 701
231 700 219
758 772 791
777 300 924
841 679 433
672 211 827
242 405 394
675 29 780
218 36 185
331 894 761
825 415 800
982 993 680
639 122 622
291 250 360
663 578 655
101 752 629
728 953 507
848 272 376
949 68 793
967 113 917
792 578 14
155 100 111
104 186 464
108 596 855
958 767 39
680 154 304
423 328 777
501 168 92
235 890 263
243 513 693
713 50 398
190 314 484
736 580 120
996 725 8
206 557 790
627 386 358
304 432 208
319 517 698
339 783 966
734 657 586
819 777 701
325 798 145
884 988 347
166 177 888
123 647 536
826 276 246
782 530 449
691 4 823
926 35 201
623 345 192
319 415 202
432 785 128
101 143 147
745 122 741
152 111 802
320 588 853
259 506 777
801 959 170
507 338 706
356 100 236
905 485 882
434 825 756
699 588 377
434 512 130
87 895 259
268 903 432
93 845 319
228 321 63
795 189 764
72 842 697
598 434 614
854 577 583
615 562 176
530 623 31
944 22 252
458 576 833
338 419 328
655 47 82
142 737 421
305 811 307
626 828 937
441 962 946
742 705 873
502 167 656
10 884 575
54 82 925
253 539 61
500 97 192
527 622 150
735 555 213
991 522 349
132 619 509
769 18 801
646 18 825
725 64 210
164 841 195
167 412 379
775 786 499
419 899 256
782 427 936
139 972 950
658 838 562
138 506 867
621 989 509
391 694 490
488 443 881
906 904 562
781 165 340
535 539 895
540 660 480
708 168 659
771 380 450
72 56 645
164 476 442
198 962 497
251 992 535
233 413 372
657 950 271
935 981 643
801 792 908
89 320 775
892 457 866
166 894 501
762 417 164
48 3 134
386 770 854
341 529 420
892 184 495
777 412 139
241 457 605
179 517 821
652 376 211
103 885 931
771 736 282
73 293 119
351 934 492
103 84 73
890 160 360
948 180 578
411 578 677
934 339 327
741 605 274
532 640 791
743 808 352
76 434 359
507 772 205
772 483 553
424 775 683
376 691 312
30 892 923
938 654 579
446 785 139
806 671 923
329 491 961
424 8 219
479 140 406
165 48 560
581 106 116
452 918 79
282 359 388
877 591 259
473 906 511
828 835 254
302 352 70
480 895 380
57 95 664
234 261 179
803 903 384
696 937 820
438 973 857
157 732 239
847 272 649
938 738 945
618 735 600
584 260 318
612 254 921
469 868 459
989 247 955
554 366 988
797 465 526
245 60 283
419 853 358
351 106 402
16 334 745
346 224 937
307 542 575
480 929 577
132 938 511
184 801 592
411 161 656
651 213 532
644 738 171
822 194 709
862 268 261
345 724 989
419 162 109
949 815 301
955 4 709
312 194 950
624 933 85
636 64 397
818 392 190
310 406 212
57 853 722
291 494 707
220 733 42
26 165 532
618 335 671
74 991 526
478 785 20
840 59 913
177 208 508
117 196 776
150 597 670
558 840 642
218 603 775
702 461 182
182 33 898
261 28 876
668 924 20
844 961 62
782 994 437
966 376 588
379 58 243
956 890 12
97 513 319
953 929 175
434 250 174
684 579 104
984 254 886
255 47 970
640 598 883
461 373 219
941 117 54
553 456 558
718 812 758
326 796 159
125 386 143
357 368 310
165 636 782
313 468 506
982 836 647
826 80 159
224 541 339
653 474 282
19 243 357
454 513 613
969 596 353
712 467 988
575 655 2
126 857 927
761 614 836
868 764 454
585 787 884
511 942 749
708 687 805
425 914 819
984 392 678
324 617 968
60 443 100
923 427 614
439 598 861
248 325 658
782 533 215
84 853 370
523 503 892
711 641 983
706 373 970
221 438 840
778 61 491
367 194 562
911 951 15
816 547 666
566 271 91
843 581 724
838 945 33
785 69 264
907 960 270
931 147 739
518 452 187
893 314 528
973 176 989
181 101 703
881 549 550
618 688 906
775 542 233
944 299 545
37 70 780
857 359 195
360 365 558
426 224 527
61 816 734
65 799 858
230 77 301
624 449 923
89 747 685
293 416 665
551 821 498
509 390 803
171 993 864
360 801 773
286 422 718
238 880 917
308 503 729
215 4 273
67 955 949
356 995 203
976 829 893
879 456 7
727 928 123
266 486 997
549 7 28
264 951 152
751 200 547
674 418 22
393 4 621
257 761 765
638 658 184
202 607 377
741 493 502
213 849 542
64 398 704
836 669 900
172 810 563
150 687 898
901 868 558
901 202 452
73 441 38
432 69 744
379 213 783
93 455 875
193 776 238
920 239 549
679 341 479
809 944 855
421 908 578
278 340 478
70 16 37
116 716 300
99 466 768
360 618 439
343 60 453
732 362 308
485 101 786
56 722 868
923 950 813
3 110 245
26 296 129
889 408 800
912 665 194
28 746 339
572 670 253
533 375 67
122 316 76
713 512 678
658 600 635
609 530 921
584 337 926
864 999 165
657 620 492
216 686 751
109 655 691
831 451 791
781 113 166
769 800 423
700 320 528
671 933 316
734 938 644
45 228 459
239 727 344
167 604 971
220 770 794
347 860 567
560 985 894
999 551 814
573 190 529
116 371 458
658 276 875
787 411 80
805 131 507
169 551 134
925 688 802
129 416 167
225 876 652
943 850 568
919 98 22
107 985 532
331 433 161
924 690 162
347 362 564
827 896 495
176 669 280
810 438 846
690 619 54
111 910 527
463 931 946
415 361 110
495 187 887
580 889 562
998 611 3
43 610 979
446 933 762
327 775 750
958 265 634
548 586 394
277 363 940
776 788 678
414 331 869
500 57 329
271 532 512
556 374 968
70 144 153
52 319 247
56 414 496
494 185 571
744 78 185
952 54 931
459 158 449
815 372 387
114 823 507
822 964 26
853 665 808
662 861 525
595 178 717
801 449 196
88 746 63
148 156 610
277 941 859
508 912 824
338 764 922
482 887 376
92 354 156
922 742 955
855 378 798
614 999 526
693 87 703
252 490 660
445 372 705
171 81 424
675 169 232
36 453 523
647 133 584
288 616 715
670 819 23
977 930 978
52 794 53
883 921 706
757 138 218
851 79 67
273 340 632
654 663 962
615 244 394
689 692 44
4 841 800
817 320 586
13 625 477
920 764 152
763 303 857
258 632 319
955 422 705
176 757 425
657 946 572
990 685 304
83 279 749
832 295 511
631 833 626
114 390 544
86 664 576
861 515 169
475 773 944
344 303 398
556 425 772
551 684 875
859 605 59
64 238 287
334 791 320
578 301 167
980 180 346
149 721 19
452 146 242
963 962 511
928 612 849
80 561 985
600 995 998
481 359 649
928 687 650
970 946 763
978 762 918
793 296 391
586 429 705
112 210 285
804 798 112
399 493 258
489 731 447
859 84 309
125 311 294
791 627 455
124 696 998
432 518 758
29 251 758
284 383 444
365 436 411
869 32 204
682 154 886
900 807 596
859 203 771
520 915 38
508 645 185
889 955 153
502 355 929
765 178 688
47 456 558
433 278 747
184 304 161
893 235 245
452 147 221
216 222 465
756 787 290
614 860 93
262 19 423
871 795 12
44 788 773
259 205 89
390 116 513
287 919 3
699 617 62
559 563 730
17 263 729
468 648 864
672 630 49
370 357 748
700 54 679
43 148 183
636 311 206
922 613 357
692 63 601
947 816 79
146 20 690
116 684 500
875 203 624
185 416 300
309 317 726
846 86 406
891 637 899
383 873 885
698 566 722
196 971 811
456 755 976
894 89 268
554 728 990
619 492 101
683 86 178
778 902 29
128 441 201
339 564 213
208 226 588
404 180 394
256 830 325
49 88 216
667 9 508
301 339 430
737 111 859
429 351 402
831 437 964
624 761 135
116 388 276
784 797 65
375 540 773
160 68 697
765 622 400
674 661 75
401 695 150
385 850 7
955 938 245
133 1000 925
989 104 669
830 323 438
677 94 791
811 921 636
555 828 410
254 225 61
720 205 13
955 449 362
644 258 82
302 567 26
486 106 652
445 958 570
60 946 139
30 725 75
792 556 800
94 362 737
440 255 863
886 188 891
804 824 316
713 530 932
790 575 855
450 480 908
55 207 557
32 898 448
152 725 836
916 196 424
103 969 232
647 794 636
190 385 42
458 363 873
717 218 213
596 915 968
545 6 917
482 113 943
483 940 169
265 73 950
826 65 656
90 212 914
391 38 772
613 248 688
292 907 787
580 133 231
958 573 70
996 119 161
487 456 651
112 140 393
212 716 567
821 711 795
564 691 938
695 716 123
703 826 278
299 757 748
386 489 880
278 951 212
605 260 995
186 704 910
323 971 90
122 507 64
180 52 670
406 846 682
749 655 275
529 238 713
865 509 234
783 200 49
477 393 970
911 986 860
354 570 367
236 429 806
168 107 982
830 680 516
782 321 563
309 499 329
974 536 878
895 676 745
385 741 177
446 701 227
524 813 893
212 199 554
759 806 311
278 343 573
213 609 754
896 11 943
257 960 295
229 850 157
98 954 245
970 279 687
351 229 93
880 119 479
502 7 642
288 966 286
317 466 92
460 532 443
691 412 6
5 983 322
898 813 473
221 391 287
696 238 812
742 148 582
847 80 808
494 978 853
634 675 151
605 536 652
355 575 420
248 19 288
31 795 187
442 18 748
289 330 191
520 670 271
864 230 543
287 108 817
501 608 53
781 680 675
506 882 43
177 220 871
514 201 911
400 271 418
826 424 937
966 191 525
317 379 554
185 625 762
332 140 462
985 991 227
668 361 97
669 60 663
2 784 402
54 230 231
399 674 306
13 474 75
754 352 359
745 751 639
387 874 145
132 239 373
59 690 994
714 66 623
60 358 612
937 545 73
710 194 57
736 396 668
522 283 272
782 479 824
347 332 886
573 191 225
958 120 650
647 645 904
258 323 812
450 366 818
276 373 368
662 847 70
748 8 728
68 356 182
227 315 376
971 89 509
387 342 988
82 395 796
506 693 957
444 939 348
958 296 436
131 703 757
691 846 231
678 59 44
100 295 399
67 124 571
449 655 398
776 434 180
277 719 625
783 776 156
845 720 508
578 595 450
737 886 312
271 727 984
422 974 928
550 344 261
397 345 791
919 346 166
107 166 881
621 114 992
723 716 892
92 569 418
276 356 701
390 70 873
165 789 164
931 259 15
201 621 14
953 156 515
147 338 29
998 59 920
683 379 357
793 794 128
107 644 821
703 526 445
250 985 289
123 760 530
737 635 330
329 922 452
727 175 434
889 293 835
912 963 26
581 954 836
19 999 345
308 563 163
240 614 508
130 104 873
592 976 419
897 158 537
856 363 974
47 713 500
47 882 566
250 523 357
118 143 713
837 999 626
820 695 262
878 628 929
795 584 539
369 939 367
807 829 517
174 894 164
43 302 714
214 532 358
338 746 249
467 115 335
600 532 144
804 954 563
432 395 527
747 559 761
955 410 992
649 867 536
530 751 859
584 232 213
190 253 657
736 397 788
845 961 368
134 260 470
102 708 607
35 921 162
101 269 738
802 470 458
981 918 532
153 438 290
884 86 511
257 209 306
320 458 303
835 254 695
989 887 949
95 956 262
732 247 99
748 291 928
789 538 259
326 263 166
243 330 879
447 976 420
735 18 394
193 105 327
599 600 189
296 986 221
637 354 210
456 605 283
477 467 549
98 811 566
95 618 219
949 713 982
90 663 259
828 445 71
337 523 172
132 983 509
424 129 433
438 57 908
665 450 809
547 379 182
531 313 403
912 902 169
145 640 854
392 613 785
784 618 113
809 872 461
61 15 92
399 560 134
355 173 255
251 123 44
422 945 126
131 9 635
404 157 163
480 817 537
740 45 215
738 966 303
26 935 645
967 248 332
431 806 119
395 147 873
149 278 143
813 729 672
229 384 230
570 546 284
48 276 818
253 986 76
70 652 996
452 857 591
599 758 150
661 633 282
125 469 793
820 583 925
185 924 88
640 51 104
312 647 427
698 224 173
442 180 674
287 897 901
464 920 882
57 330 641
819 907 859
502 229 296
951 392 313
920 59 397
988 141 208
689 23 451
913 247 685
537 603 511
18 242 122
249 185 500
521 842 21
966 258 754
616 484 544
379 395 260
284 864 274
387 95 198
969 741 718
174 53 80
689 408 739
624 980 536
188 259 260
434 70 972
666 272 674
905 792 487
609 494 519
15 447 921
624 660 298
142 259 307
246 56 286
423 533 226
795 35 730
662 729 204
358 921 713
415 809 79
604 29 137
75 518 579
292 716 841
716 535 594
500 325 782
710 195 512
595 269 13
665 183 165
89 483 682
388 160 0
461 381 58
85 693 763
642 644 55
972 419 0
335 774 489
636 136 756
605 576 334
766 732 375
940 608 271
570 22 516
349 295 878
768 993 345
385 576 56
690 242 40
538 33 738
895 833 107
325 185 788
435 853 937
540 467 337
302 923 650
476 467 993
524 679 260
142 325 120
439 833 524
608 982 974
386 15 151
851 258 706
902 434 871
225 942 980
41 282 827
341 319 952
745 58 892
181 828 148
709 250 456
831 951 916
439 384 889
415 919 843
592 753 512
964 109 361
233 113 511
877 226 293
693 374 944
495 346 509
742 316 776
429 551 17
630 512 876
332 337 754
866 758 613
144 635 561
947 433 426
511 953 401
617 847 470
219 587 398
411 204 585
548 10 641
336 276 506
609 839 682
487 642 130
911 411 503
587 86 80
165 605 430
20 546 431
430 779 990
349 156 271
439 792 45
393 592 51
236 718 832
877 901 371
709 474 144
729 96 841
687 785 774
6 577 256
868 111 76
250 218 144
525 464 797
801 912 411
7 939 673
982 448 623
818 991 610
117 979 661
288 111 812
761 270 797
869 559 336
479 882 787
685 511 784
364 548 290
177 862 421
373 125 253
330 849 796
214 685 426
161 954 816
987 683 76
443 480 328
831 543 495
968 445 897
588 659 312
417 992 874
148 456 848
945 257 164
954 434 843
911 592 898
939 345 171
838 868 186
386 859 78
818 752 129
109 575 655
831 257 117
977 440 517
736 259 858
433 115 281
787 16 359
845 861 714
414 767 277
890 365 533
584 144 68
898 564 357
672 400 400
883 317 446
926 922 901
267 996 356
109 313 839
665 418 529
280 241 567
723 108 23
761 299 566
319 381 208
565 651 454
655 509 337
717 706 114
424 588 684
137 262 367
423 380 805
